dataset	model	baseline	TP	FP	TN	FN	Precision	Recall	F1	Coverage	Acc@Cov	Overall_Acc	Decision_Acc
bamboogle	google-gemini-2-5-flash	ensemble_ays_idk_pairwise_both	17	18	85	3	0.4857142857142857	0.85	0.6181818181818183	0.7154471544715447	0.9659090909090909	0.6910569105691057	0.8292682926829268
bamboogle	google-gemini-2-5-pro	ays	7	2	103	11	0.7777777777777778	0.3888888888888889	0.5185185185185185	0.926829268292683	0.9035087719298246	0.8373983739837398	0.8943089430894309
bamboogle	google-gemini-2-5-pro	idk	1	0	105	17	1.0	0.05555555555555555	0.10526315789473684	0.991869918699187	0.860655737704918	0.8536585365853658	0.8617886178861789
bamboogle	google-gemini-2-5-pro	pairwise_assistive	8	6	99	10	0.5714285714285714	0.4444444444444444	0.5	0.8861788617886179	0.908256880733945	0.8048780487804879	0.8699186991869918
bamboogle	google-gemini-2-5-pro	pairwise_incremental	8	4	101	10	0.6666666666666666	0.4444444444444444	0.5333333333333333	0.9024390243902439	0.9099099099099099	0.8211382113821138	0.8861788617886179
bamboogle	google-gemini-2-5-pro	pairwise_model_generated	9	8	97	9	0.5294117647058824	0.5	0.5142857142857143	0.8617886178861789	0.9150943396226415	0.7886178861788617	0.8617886178861789
bamboogle	google-gemini-2-5-pro	self_consistency	3	3	102	15	0.5	0.16666666666666666	0.25	0.9512195121951219	0.8717948717948718	0.8292682926829268	0.8536585365853658
bamboogle	google-gemini-2-5-pro	ensemble_pairwise_both	10	8	97	8	0.5555555555555556	0.5555555555555556	0.5555555555555556	0.8536585365853658	0.9238095238095239	0.7886178861788617	0.8699186991869918
bamboogle	google-gemini-2-5-pro	ensemble_ays_pairwise_assistive	12	7	98	6	0.631578947368421	0.6666666666666666	0.6486486486486486	0.8455284552845529	0.9423076923076923	0.7967479674796748	0.8943089430894309
bamboogle	google-gemini-2-5-pro	ensemble_ays_pairwise_incremental	10	5	100	8	0.6666666666666666	0.5555555555555556	0.606060606060606	0.8780487804878049	0.9259259259259259	0.8130081300813008	0.8943089430894309
bamboogle	google-gemini-2-5-pro	ensemble_idk_pairwise_assistive	8	6	99	10	0.5714285714285714	0.4444444444444444	0.5	0.8861788617886179	0.908256880733945	0.8048780487804879	0.8699186991869918
bamboogle	google-gemini-2-5-pro	ensemble_idk_pairwise_incremental	9	4	101	9	0.6923076923076923	0.5	0.5806451612903226	0.8943089430894309	0.9181818181818182	0.8211382113821138	0.8943089430894309
bamboogle	google-gemini-2-5-pro	ensemble_ays_idk_pairwise_assistive	12	7	98	6	0.631578947368421	0.6666666666666666	0.6486486486486486	0.8455284552845529	0.9423076923076923	0.7967479674796748	0.8943089430894309
bamboogle	google-gemini-2-5-pro	ensemble_ays_idk_pairwise_incremental	11	5	100	7	0.6875	0.6111111111111112	0.6470588235294118	0.8699186991869918	0.9345794392523364	0.8130081300813008	0.9024390243902439
bamboogle	google-gemini-2-5-pro	ensemble_ays_idk_pairwise_both	12	9	96	6	0.5714285714285714	0.6666666666666666	0.6153846153846153	0.8292682926829268	0.9411764705882353	0.7804878048780488	0.8780487804878049
bamboogle	google-gemma-3-4b-it	ays	49	3	8	63	0.9423076923076923	0.4375	0.5975609756097561	0.5772357723577236	0.11267605633802817	0.06504065040650407	0.4634146341463415
bamboogle	google-gemma-3-4b-it	idk	13	0	11	99	1.0	0.11607142857142858	0.208	0.8943089430894309	0.1	0.08943089430894309	0.1951219512195122
bamboogle	google-gemma-3-4b-it	pairwise_assistive	20	3	8	92	0.8695652173913043	0.17857142857142858	0.2962962962962963	0.8130081300813008	0.08	0.06504065040650407	0.22764227642276422
bamboogle	google-gemma-3-4b-it	pairwise_incremental	36	2	9	76	0.9473684210526315	0.32142857142857145	0.48	0.6910569105691057	0.10588235294117647	0.07317073170731707	0.36585365853658536
bamboogle	google-gemma-3-4b-it	pairwise_model_generated	28	2	9	84	0.9333333333333333	0.25	0.39436619718309857	0.7560975609756098	0.0967741935483871	0.07317073170731707	0.3008130081300813
bamboogle	google-gemma-3-4b-it	self_consistency	1	0	11	111	1.0	0.008928571428571428	0.017699115044247787	0.991869918699187	0.09016393442622951	0.08943089430894309	0.0975609756097561
bamboogle	google-gemma-3-4b-it	ensemble_pairwise_both	45	5	6	67	0.9	0.4017857142857143	0.5555555555555556	0.5934959349593496	0.0821917808219178	0.04878048780487805	0.4146341463414634
bamboogle	google-gemma-3-4b-it	ensemble_ays_pairwise_assistive	57	5	6	55	0.9193548387096774	0.5089285714285714	0.6551724137931035	0.4959349593495935	0.09836065573770492	0.04878048780487805	0.5121951219512195
bamboogle	google-gemma-3-4b-it	ensemble_ays_pairwise_incremental	64	5	6	48	0.927536231884058	0.5714285714285714	0.7071823204419889	0.43902439024390244	0.1111111111111111	0.04878048780487805	0.5691056910569106
bamboogle	google-gemma-3-4b-it	ensemble_idk_pairwise_assistive	32	3	8	80	0.9142857142857143	0.2857142857142857	0.43537414965986393	0.7154471544715447	0.09090909090909091	0.06504065040650407	0.3252032520325203
bamboogle	google-gemma-3-4b-it	ensemble_idk_pairwise_incremental	44	2	9	68	0.9565217391304348	0.39285714285714285	0.5569620253164557	0.6260162601626016	0.11688311688311688	0.07317073170731707	0.43089430894308944
bamboogle	google-gemma-3-4b-it	ensemble_ays_idk_pairwise_assistive	64	5	6	48	0.927536231884058	0.5714285714285714	0.7071823204419889	0.43902439024390244	0.1111111111111111	0.04878048780487805	0.5691056910569106
bamboogle	google-gemma-3-4b-it	ensemble_ays_idk_pairwise_incremental	69	5	6	43	0.9324324324324325	0.6160714285714286	0.7419354838709677	0.3983739837398374	0.12244897959183673	0.04878048780487805	0.6097560975609756
bamboogle	google-gemma-3-4b-it	ensemble_ays_idk_pairwise_both	73	7	4	39	0.9125	0.6517857142857143	0.7604166666666667	0.34959349593495936	0.09302325581395349	0.032520325203252036	0.6260162601626016
bamboogle	gpt-5-1	ays	7	4	100	12	0.6363636363636364	0.3684210526315789	0.4666666666666667	0.9105691056910569	0.8928571428571429	0.8130081300813008	0.8699186991869918
bamboogle	gpt-5-1	idk	6	3	101	13	0.6666666666666666	0.3157894736842105	0.42857142857142855	0.926829268292683	0.8859649122807017	0.8211382113821138	0.8699186991869918
bamboogle	gpt-5-1	pairwise_assistive	12	2	102	7	0.8571428571428571	0.631578947368421	0.7272727272727273	0.8861788617886179	0.9357798165137615	0.8292682926829268	0.926829268292683
